  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally, Sta
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled,
    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm],
1985,6,31213,1985.4548,348.24,345.91,348.14,345.83,348.24,345.91, MLO
1985,7,31243,1985.537,346.53,345.81,346.61,345.92,346.53,345.81, MLO
1985,8,31274,1985.6219,344.64,346.04,344.57,346,344.64,346.04, MLO
1985,9,31305,1985.7068,343.06,346.21,342.92,346.09,343.06,346.21, MLO
1985,10,31335,1985.789,342.77,346.04,342.92,346.17,342.77,346.04, MLO
1985,11,31366,1985.874,344.21,346.26,344.24,346.26,344.21,346.26, MLO
1985,12,31396,1985.9562,345.53,346.36,345.54,346.35,345.53,346.36, MLO
1986,1,31427,1986.0411,346.28,346.21,346.53,346.45,346.28,346.21, MLO
1986,2,31458,1986.126,346.93,346.23,347.27,346.56,346.93,346.23, MLO
1986,3,31486,1986.2027,347.83,346.44,348.07,346.67,347.83,346.44, MLO
1986,4,31517,1986.2877,349.53,347.03,349.32,346.8,349.53,347.03, MLO
1986,5,31547,1986.3699,350.19,347.12,350,346.92,350.19,347.12, MLO
1986,6,31578,1986.4548,349.54,347.2,349.36,347.05,349.54,347.2, MLO
1986,7,31608,1986.537,347.92,347.19,347.87,347.17,347.92,347.19, MLO
1986,8,31639,1986.6219,345.88,347.28,345.86,347.3,345.88,347.28, MLO
1986,9,31670,1986.7068,344.83,347.99,344.25,347.43,344.83,347.99, MLO
1986,10,31700,1986.789,344.15,347.43,344.3,347.56,344.15,347.43, MLO
1986,11,31731,1986.874,345.64,347.69,345.66,347.69,345.64,347.69, MLO
1986,12,31761,1986.9562,346.88,347.71,347,347.82,346.88,347.71, MLO
1987,1,31792,1987.0411,348,347.94,348.04,347.96,348,347.94, MLO
1987,2,31823,1987.126,348.47,347.76,348.83,348.12,348.47,347.76, MLO
1987,3,31851,1987.2027,349.4,348.02,349.67,348.27,349.4,348.02, MLO
1987,4,31882,1987.2877,350.97,348.46,350.97,348.44,350.97,348.46, MLO
1987,5,31912,1987.3699,351.84,348.75,351.7,348.61,351.84,348.75, MLO
1987,6,31943,1987.4548,351.25,348.91,351.12,348.8,351.25,348.91, MLO
1987,7,31973,1987.537,349.5,348.77,349.68,348.99,349.5,348.77, MLO
1987,8,32004,1987.6219,348.08,349.49,347.74,349.18,348.08,349.49, MLO
1987,9,32035,1987.7068,346.44,349.61,346.19,349.38,346.44,349.61, MLO
1987,10,32065,1987.789,346.09,349.37,346.3,349.57,346.09,349.37, MLO
1987,11,32096,1987.874,347.54,349.6,347.74,349.77,347.54,349.6, MLO
1987,12,32126,1987.9562,348.69,349.53,349.15,349.97,348.69,349.53, MLO
1988,1,32157,1988.041,350.16,350.1,350.25,350.18,350.16,350.1, MLO
1988,2,32188,1988.1257,351.47,350.77,351.1,350.39,351.47,350.77, MLO
1988,3,32217,1988.2049,351.96,350.54,352.01,350.58,351.96,350.54, MLO
1988,4,32248,1988.2896,353.33,350.79,353.34,350.78,353.33,350.79, MLO
1988,5,32278,1988.3716,353.97,350.88,354.06,350.97,353.97,350.88, MLO
1988,6,32309,1988.4563,353.55,351.22,353.46,351.16,353.55,351.22, MLO
1988,7,32339,1988.5383,352.14,351.44,352,351.33,352.14,351.44, MLO
1988,8,32370,1988.623,350.19,351.63,350.02,351.5,350.19,351.63, MLO
1988,9,32401,1988.7077,348.5,351.69,348.45,351.65,348.5,351.69, MLO
1988,10,32431,1988.7896,348.66,351.94,348.53,351.8,348.66,351.94, MLO
1988,11,32462,1988.8743,349.85,351.9,349.9,351.93,349.85,351.9, MLO
1988,12,32492,1988.9563,351.12,351.96,351.23,352.05,351.12,351.96, MLO
1989,1,32523,1989.0411,352.55,352.49,352.25,352.17,352.55,352.49, MLO
1989,2,32554,1989.126,352.86,352.15,353,352.29,352.86,352.15, MLO
1989,3,32582,1989.2027,353.48,352.08,353.8,352.38,353.48,352.08, MLO
1989,4,32613,1989.2877,355.21,352.69,355.03,352.49,355.21,352.69, MLO
1989,5,32643,1989.3699,355.47,352.37,355.69,352.59,355.47,352.37, MLO
1989,6,32674,1989.4548,354.92,352.57,355.03,352.69,354.92,352.57, MLO
1989,7,32704,1989.537,353.7,352.96,353.49,352.79,353.7,352.96, MLO
1989,8,32735,1989.6219,351.47,352.88,351.44,352.89,351.47,352.88, MLO
1989,9,32766,1989.7068,349.61,352.8,349.78,352.99,349.61,352.8, MLO
1989,10,32796,1989.789,349.79,353.09,349.8,353.08,349.79,353.09, MLO
1989,11,32827,1989.874,351.1,353.16,351.14,353.18,351.1,353.16, MLO
1989,12,32857,1989.9562,352.32,353.17,352.46,353.28,352.32,353.17, MLO
1990,1,32888,1990.0411,353.46,353.4,353.46,353.38,353.46,353.4, MLO
1990,2,32919,1990.126,354.5,353.79,354.21,353.49,354.5,353.79, MLO
1990,3,32947,1990.2027,355.19,353.79,355,353.58,355.19,353.79, MLO
1990,4,32978,1990.2877,356,353.47,356.24,353.69,356,353.47, MLO
1990,5,33008,1990.3699,356.96,353.85,356.9,353.79,356.96,353.85, MLO
1990,6,33039,1990.4548,356.04,353.68,356.25,353.91,356.04,353.68, MLO
1990,7,33069,1990.537,354.62,353.89,354.73,354.02,354.62,353.89, MLO
1990,8,33100,1990.6219,352.71,354.13,352.7,354.16,352.71,354.13, MLO
1990,9,33131,1990.7068,350.77,353.98,351.08,354.3,350.77,353.98, MLO
1990,10,33161,1990.789,350.99,354.29,351.14,354.44,350.99,354.29, MLO
1990,11,33192,1990.874,352.64,354.71,352.54,354.59,352.64,354.71, MLO
1990,12,33222,1990.9562,354.02,354.86,353.91,354.73,354.02,354.86, MLO
1991,1,33253,1991.0411,354.53,354.46,354.96,354.88,354.53,354.46, MLO
1991,2,33284,1991.126,355.55,354.84,355.74,355.02,355.55,354.84, MLO
1991,3,33312,1991.2027,356.96,355.55,356.56,355.14,356.96,355.55, MLO
1991,4,33343,1991.2877,358.4,355.86,357.81,355.25,358.4,355.86, MLO
1991,5,33373,1991.3699,359.14,356.02,358.47,355.35,359.14,356.02, MLO
1991,6,33404,1991.4548,358.04,355.67,357.78,355.43,358.04,355.67, MLO
1991,7,33434,1991.537,355.98,355.24,356.2,355.49,355.98,355.24, MLO
1991,8,33465,1991.6219,353.81,355.24,354.09,355.55,353.81,355.24, MLO
1991,9,33496,1991.7068,351.95,355.16,352.38,355.61,351.95,355.16, MLO
1991,10,33526,1991.789,352.02,355.34,352.36,355.67,352.02,355.34, MLO
1991,11,33557,1991.874,353.55,355.63,353.67,355.73,353.55,355.63, MLO
1991,12,33587,1991.9562,354.79,355.64,354.97,355.8,354.79,355.64, MLO
1992,1,33618,1992.041,355.79,355.72,355.94,355.87,355.79,355.72, MLO
1992,2,33649,1992.1257,356.52,355.81,356.66,355.94,356.52,355.81, MLO
1992,3,33678,1992.2049,357.61,356.18,357.45,356,357.61,356.18, MLO
1992,4,33709,1992.2896,358.95,356.38,358.65,356.06,358.95,356.38, MLO
1992,5,33739,1992.3716,359.46,356.33,359.25,356.12,359.46,356.33, MLO
1992,6,33770,1992.4563,359.06,356.7,358.5,356.16,359.06,356.7, MLO
1992,7,33800,1992.5383,356.82,356.11,356.88,356.2,356.82,356.11, MLO
1992,8,33831,1992.623,354.8,356.26,354.74,356.23,354.8,356.26, MLO
1992,9,33862,1992.7077,352.81,356.04,353.02,356.26,352.81,356.04, MLO
1992,10,33892,1992.7896,353.11,356.43,352.98,356.29,353.11,356.43, MLO
1992,11,33923,1992.8743,353.96,356.04,354.27,356.33,353.96,356.04, MLO
1992,12,33953,1992.9563,355.2,356.05,355.54,356.37,355.2,356.05, MLO
1993,1,33984,1993.0411,356.5,356.44,356.5,356.43,356.5,356.44, MLO
1993,2,34015,1993.126,356.97,356.25,357.22,356.49,356.97,356.25, MLO
1993,3,34043,1993.2027,358.18,356.76,357.98,356.55,358.18,356.76, MLO
1993,4,34074,1993.2877,359.26,356.7,359.2,356.63,359.26,356.7, MLO
1993,5,34104,1993.3699,360.08,356.94,359.85,356.71,360.08,356.94, MLO
1993,6,34135,1993.4548,359.4,357.01,359.16,356.8,359.4,357.01, MLO
1993,7,34165,1993.537,357.38,356.63,357.61,356.9,357.38,356.63, MLO
1993,8,34196,1993.6219,355.33,356.76,355.55,357.01,355.33,356.76, MLO
1993,9,34227,1993.7068,353.5,356.73,353.9,357.14,353.5,356.73, MLO
1993,10,34257,1993.789,353.8,357.13,353.95,357.28,353.8,357.13, MLO
1993,11,34288,1993.874,355.15,357.24,355.37,357.43,355.15,357.24, MLO
1993,12,34318,1993.9562,356.62,357.47,356.76,357.59,356.62,357.47, MLO
1994,1,34349,1994.0411,358.19,358.12,357.84,357.76,358.19,358.12, MLO
1994,2,34380,1994.126,358.73,358.01,358.66,357.93,358.73,358.01, MLO
1994,3,34408,1994.2027,359.79,358.37,359.52,358.09,359.79,358.37, MLO
1994,4,34439,1994.2877,361.09,358.52,360.84,358.26,361.09,358.52, MLO
1994,5,34469,1994.3699,361.52,358.36,361.57,358.42,361.52,358.36, MLO
1994,6,34500,1994.4548,360.78,358.38,360.96,358.59,360.78,358.38, MLO
1994,7,34530,1994.537,359.38,358.63,359.47,358.75,359.38,358.63, MLO
1994,8,34561,1994.6219,357.31,358.74,357.46,358.93,357.31,358.74, MLO
1994,9,34592,1994.7068,355.68,358.92,355.85,359.11,355.68,358.92, MLO
1994,10,34622,1994.789,355.83,359.18,355.95,359.28,355.83,359.18, MLO
1994,11,34653,1994.874,357.42,359.52,357.4,359.47,357.42,359.52, MLO
1994,12,34683,1994.9562,358.87,359.73,358.81,359.65,358.87,359.73, MLO
1995,1,34714,1995.0411,359.81,359.74,359.91,359.84,359.81,359.74, MLO
1995,2,34745,1995.126,360.84,360.12,360.75,360.02,360.84,360.12, MLO
1995,3,34773,1995.2027,361.48,360.06,361.62,360.18,361.48,360.06, MLO
1995,4,34804,1995.2877,363.3,360.73,362.94,360.36,363.3,360.73, MLO
1995,5,34834,1995.3699,363.64,360.49,363.68,360.52,363.64,360.49, MLO
1995,6,34865,1995.4548,363.11,360.71,363.06,360.69,363.11,360.71, MLO
1995,7,34895,1995.537,361.74,361,361.56,360.85,361.74,361, MLO
1995,8,34926,1995.6219,359.31,360.75,359.53,361.01,359.31,360.75, MLO
1995,9,34957,1995.7068,357.91,361.16,357.91,361.17,357.91,361.16, MLO
1995,10,34987,1995.789,357.62,360.97,357.99,361.33,357.62,360.97, MLO
1995,11,35018,1995.874,359.42,361.53,359.41,361.49,359.42,361.53, MLO
1995,12,35048,1995.9562,360.56,361.42,360.81,361.65,360.56,361.42, MLO
1996,1,35079,1996.041,361.91,361.85,361.88,361.8,361.91,361.85, MLO
1996,2,35110,1996.1257,363.11,362.39,362.68,361.95,363.11,362.39, MLO
1996,3,35139,1996.2049,363.88,362.43,363.55,362.08,363.88,362.43, MLO
1996,4,35170,1996.2896,364.58,361.98,364.83,362.21,364.58,361.98, MLO
1996,5,35200,1996.3716,365.29,362.12,365.49,362.32,365.29,362.12, MLO
1996,6,35231,1996.4563,364.84,362.46,364.79,362.43,364.84,362.46, MLO
1996,7,35261,1996.5383,363.52,362.8,363.22,362.53,363.52,362.8, MLO
1996,8,35292,1996.623,361.35,362.82,361.11,362.62,361.35,362.82, MLO
1996,9,35323,1996.7077,359.32,362.59,359.42,362.71,359.32,362.59, MLO
1996,10,35353,1996.7896,359.48,362.84,359.44,362.79,359.48,362.84, MLO
1996,11,35384,1996.8743,360.64,362.74,360.79,362.87,360.64,362.74, MLO
1996,12,35414,1996.9563,362.21,363.06,362.11,362.95,362.21,363.06, MLO
1997,1,35445,1997.0411,363.06,363,363.11,363.03,363.06,363, MLO
1997,2,35476,1997.126,363.87,363.15,363.86,363.12,363.87,363.15, MLO
1997,3,35504,1997.2027,364.44,363.01,364.65,363.21,364.44,363.01, MLO
1997,4,35535,1997.2877,366.23,363.65,365.92,363.31,366.23,363.65, MLO
1997,5,35565,1997.3699,366.68,363.5,366.61,363.43,366.68,363.5, MLO
1997,6,35596,1997.4548,365.52,363.11,365.96,363.57,365.52,363.11, MLO
1997,7,35626,1997.537,364.36,363.61,364.43,363.72,364.36,363.61, MLO
1997,8,35657,1997.6219,362.39,363.84,362.41,363.89,362.39,363.84, MLO
1997,9,35688,1997.7068,360.08,363.34,360.81,364.09,360.08,363.34, MLO
1997,10,35718,1997.789,360.67,364.04,360.95,364.31,360.67,364.04, MLO
1997,11,35749,1997.874,362.32,364.44,362.46,364.55,362.32,364.44, MLO
1997,12,35779,1997.9562,364.17,365.03,363.96,364.81,364.17,365.03, MLO
1998,1,35810,1998.0411,365.22,365.15,365.15,365.08,365.22,365.15, MLO
1998,2,35841,1998.126,366.04,365.32,366.09,365.35,366.04,365.32, MLO
1998,3,35869,1998.2027,367.2,365.77,367.05,365.6,367.2,365.77, MLO
1998,4,35900,1998.2877,368.5,365.91,368.49,365.88,368.5,365.91, MLO
1998,5,35930,1998.3699,369.19,366,369.33,366.14,369.19,366, MLO
1998,6,35961,1998.4548,368.77,366.35,368.8,366.4,368.77,366.35, MLO
1998,7,35991,1998.537,367.53,366.78,367.37,366.65,367.53,366.78, MLO
1998,8,36022,1998.6219,365.67,367.13,365.39,366.88,365.67,367.13, MLO
1998,9,36053,1998.7068,363.8,367.08,363.81,367.1,363.8,367.08, MLO
1998,10,36083,1998.789,364.13,367.52,363.92,367.29,364.13,367.52, MLO
1998,11,36114,1998.874,365.36,367.48,365.37,367.47,365.36,367.48, MLO
1998,12,36144,1998.9562,366.87,367.73,366.77,367.62,366.87,367.73, MLO
1999,1,36175,1999.0411,368.05,367.99,367.83,367.75,368.05,367.99, MLO
1999,2,36206,1999.126,368.77,368.05,368.61,367.87,368.77,368.05, MLO
1999,3,36234,1999.2027,369.49,368.05,369.41,367.95,369.49,368.05, MLO
1999,4,36265,1999.2877,371.04,368.44,370.66,368.04,371.04,368.44, MLO
1999,5,36295,1999.3699,370.9,367.71,371.3,368.11,370.9,367.71, MLO
1999,6,36326,1999.4548,370.25,367.83,370.58,368.18,370.25,367.83, MLO
1999,7,36356,1999.537,369.17,368.41,368.97,368.24,369.17,368.41, MLO
1999,8,36387,1999.6219,366.83,368.29,366.82,368.32,366.83,368.29, MLO
1999,9,36418,1999.7068,364.54,367.83,365.09,368.39,364.54,367.83, MLO
1999,10,36448,1999.789,365.04,368.44,365.09,368.47,365.04,368.44, MLO
1999,11,36479,1999.874,366.58,368.71,366.45,368.55,366.58,368.71, MLO
1999,12,36509,1999.9562,367.92,368.78,367.79,368.64,367.92,368.78, MLO
2000,1,36540,2000.041,369.05,368.99,368.81,368.73,369.05,368.99, MLO
2000,2,36571,2000.1257,369.37,368.64,369.57,368.83,369.37,368.64, MLO
2000,3,36600,2000.2049,370.42,368.95,370.41,368.93,370.42,368.95, MLO
2000,4,36631,2000.2896,371.57,368.93,371.69,369.03,371.57,368.93, MLO
2000,5,36661,2000.3716,371.74,368.53,372.35,369.15,371.74,368.53, MLO
2000,6,36692,2000.4563,371.6,369.19,371.67,369.28,371.6,369.19, MLO
2000,7,36722,2000.5383,370.02,369.3,370.11,369.42,370.02,369.3, MLO
2000,8,36753,2000.623,368.03,369.52,368.03,369.56,368.03,369.52, MLO
2000,9,36784,2000.7077,366.53,369.84,366.38,369.71,366.53,369.84, MLO
2000,10,36814,2000.7896,366.64,370.04,366.46,369.85,366.64,370.04, MLO
2000,11,36845,2000.8743,368.2,370.33,367.88,369.99,368.2,370.33, MLO
2000,12,36875,2000.9563,369.44,370.31,369.27,370.12,369.44,370.31, MLO
2001,1,36906,2001.0411,370.2,370.13,370.32,370.25,370.2,370.13, MLO
2001,2,36937,2001.126,371.42,370.68,371.11,370.37,371.42,370.68, MLO
2001,3,36965,2001.2027,372.04,370.59,371.94,370.48,372.04,370.59, MLO
2001,4,36996,2001.2877,372.78,370.16,373.23,370.6,372.78,370.16, MLO
2001,5,37026,2001.3699,373.94,370.72,373.93,370.72,373.94,370.72, MLO
2001,6,37057,2001.4548,373.23,370.79,373.27,370.85,373.23,370.79, MLO
2001,7,37087,2001.537,371.54,370.78,371.71,370.98,371.54,370.78, MLO
2001,8,37118,2001.6219,369.47,370.94,369.62,371.13,369.47,370.94, MLO
2001,9,37149,2001.7068,367.88,371.19,367.96,371.28,367.88,371.19, MLO
2001,10,37179,2001.789,368.01,371.43,368.03,371.43,368.01,371.43, MLO
2001,11,37210,2001.874,369.6,371.74,369.48,371.6,369.6,371.74, MLO
2001,12,37240,2001.9562,371.16,372.03,370.91,371.76,371.16,372.03, MLO
2002,1,37271,2002.0411,372.36,372.29,372.01,371.93,372.36,372.29, MLO
2002,2,37302,2002.126,373,372.27,372.85,372.1,373,372.27, MLO
2002,3,37330,2002.2027,373.44,371.99,373.73,372.27,373.44,371.99, MLO
2002,4,37361,2002.2877,374.77,372.15,375.09,372.45,374.77,372.15, MLO
2002,5,37391,2002.3699,375.48,372.26,375.87,372.65,375.48,372.26, MLO
2002,6,37422,2002.4548,375.33,372.89,375.28,372.86,375.33,372.89, MLO
2002,7,37452,2002.537,373.95,373.19,373.8,373.07,373.95,373.19, MLO
2002,8,37483,2002.6219,371.41,372.88,371.79,373.3,371.41,372.88, MLO
2002,9,37514,2002.7068,370.63,373.94,370.2,373.53,370.63,373.94, MLO
2002,10,37544,2002.789,370.18,373.6,370.35,373.76,370.18,373.6, MLO
2002,11,37575,2002.874,372.01,374.16,371.87,373.99,372.01,374.16, MLO
2002,12,37605,2002.9562,373.71,374.58,373.36,374.22,373.71,374.58, MLO
2003,1,37636,2003.0411,374.61,374.55,374.52,374.44,374.61,374.55, MLO
2003,2,37667,2003.126,375.55,374.81,375.41,374.66,375.55,374.81, MLO
2003,3,37695,2003.2027,376.04,374.58,376.33,374.86,376.04,374.58, MLO
2003,4,37726,2003.2877,377.58,374.95,377.72,375.07,377.58,374.95, MLO
2003,5,37756,2003.3699,378.28,375.05,378.5,375.27,378.28,375.05, MLO
2003,6,37787,2003.4548,378.07,375.62,377.91,375.48,378.07,375.62, MLO
2003,7,37817,2003.537,376.54,375.78,376.4,375.67,376.54,375.78, MLO
2003,8,37848,2003.6219,374.42,375.89,374.35,375.86,374.42,375.89, MLO
2003,9,37879,2003.7068,372.92,376.24,372.7,376.04,372.92,376.24, MLO
2003,10,37909,2003.789,372.94,376.38,372.78,376.21,372.94,376.38, MLO
2003,11,37940,2003.874,374.29,376.44,374.24,376.37,374.29,376.44, MLO
2003,12,37970,2003.9562,375.63,376.5,375.65,376.51,375.63,376.5, MLO
2004,1,38001,2004.041,376.73,376.66,376.73,376.65,376.73,376.66, MLO
2004,2,38032,2004.1257,377.31,376.57,377.53,376.79,377.31,376.57, MLO
2004,3,38061,2004.2049,378.33,376.85,378.41,376.91,378.33,376.85, MLO
2004,4,38092,2004.2896,380.44,377.77,379.71,377.03,380.44,377.77, MLO
2004,5,38122,2004.3716,380.56,377.31,380.38,377.14,380.56,377.31, MLO
2004,6,38153,2004.4563,379.49,377.06,379.67,377.26,379.49,377.06, MLO
2004,7,38183,2004.5383,377.7,376.97,378.08,377.38,377.7,376.97, MLO
2004,8,38214,2004.623,375.77,377.28,375.97,377.52,375.77,377.28, MLO
2004,9,38245,2004.7077,373.99,377.34,374.31,377.67,373.99,377.34, MLO
2004,10,38275,2004.7896,374.17,377.61,374.41,377.83,374.17,377.61, MLO
2004,11,38306,2004.8743,375.79,377.95,375.88,378.01,375.79,377.95, MLO
2004,12,38336,2004.9563,377.39,378.27,377.34,378.2,377.39,378.27, MLO
2005,1,38367,2005.0411,378.29,378.22,378.49,378.41,378.29,378.22, MLO
2005,2,38398,2005.126,379.56,378.82,379.37,378.62,379.56,378.82, MLO
2005,3,38426,2005.2027,380.07,378.6,380.3,378.82,380.07,378.6, MLO
2005,4,38457,2005.2877,382.01,379.37,381.71,379.04,382.01,379.37, MLO
2005,5,38487,2005.3699,382.21,378.96,382.51,379.26,382.21,378.96, MLO
2005,6,38518,2005.4548,382.05,379.58,381.93,379.48,382.05,379.58, MLO
2005,7,38548,2005.537,380.63,379.86,380.43,379.69,380.63,379.86, MLO
2005,8,38579,2005.6219,378.64,380.12,378.39,379.91,378.64,380.12, MLO
2005,9,38610,2005.7068,376.38,379.73,376.76,380.12,376.38,379.73, MLO
2005,10,38640,2005.789,376.77,380.22,376.87,380.32,376.77,380.22, MLO
2005,11,38671,2005.874,378.27,380.44,378.37,380.51,378.27,380.44, MLO
2005,12,38701,2005.9562,379.93,380.81,379.84,380.7,379.93,380.81, MLO
2006,1,38732,2006.0411,381.33,381.27,380.96,380.88,381.33,381.27, MLO
2006,2,38763,2006.126,381.98,381.24,381.81,381.06,381.98,381.24, MLO
2006,3,38791,2006.2027,382.53,381.06,382.69,381.21,382.53,381.06, MLO
2006,4,38822,2006.2877,384.33,381.68,384.03,381.36,384.33,381.68, MLO
2006,5,38852,2006.3699,384.89,381.63,384.77,381.51,384.89,381.63, MLO
2006,6,38883,2006.4548,384,381.52,384.11,381.66,384,381.52, MLO
2006,7,38913,2006.537,382.25,381.48,382.53,381.8,382.25,381.48, MLO
2006,8,38944,2006.6219,380.44,381.93,380.42,381.95,380.44,381.93, MLO
2006,9,38975,2006.7068,378.77,382.12,378.72,382.09,378.77,382.12, MLO
2006,10,39005,2006.789,379.03,382.49,378.79,382.24,379.03,382.49, MLO
2006,11,39036,2006.874,380.11,382.28,380.24,382.39,380.11,382.28, MLO
2006,12,39066,2006.9562,381.63,382.51,381.67,382.54,381.63,382.51, MLO
2007,1,39097,2007.0411,382.55,382.48,382.77,382.69,382.55,382.48, MLO
2007,2,39128,2007.126,383.68,382.94,383.6,382.84,383.68,382.94, MLO
2007,3,39156,2007.2027,384.31,382.83,384.48,382.99,384.31,382.83, MLO
2007,4,39187,2007.2877,386.19,383.54,385.83,383.15,386.19,383.54, MLO
2007,5,39217,2007.3699,386.38,383.11,386.57,383.3,386.38,383.11, MLO
2007,6,39248,2007.4548,385.85,383.36,385.92,383.46,385.85,383.36, MLO
2007,7,39278,2007.537,384.42,383.64,384.36,383.62,384.42,383.64, MLO
2007,8,39309,2007.6219,381.81,383.31,382.26,383.79,381.81,383.31, MLO
2007,9,39340,2007.7068,380.83,384.19,380.57,383.95,380.83,384.19, MLO
2007,10,39370,2007.789,380.83,384.31,380.65,384.11,380.83,384.31, MLO
2007,11,39401,2007.874,382.32,384.5,382.11,384.26,382.32,384.5, MLO
2007,12,39431,2007.9562,383.58,384.47,383.54,384.41,383.58,384.47, MLO
2008,1,39462,2008.041,385.04,384.97,384.64,384.56,385.04,384.97, MLO
2008,2,39493,2008.1257,385.81,385.06,385.46,384.7,385.81,385.06, MLO
2008,3,39522,2008.2049,385.8,384.3,386.36,384.84,385.8,384.3, MLO
2008,4,39553,2008.2896,386.74,384.04,387.71,385,386.74,384.04, MLO
2008,5,39583,2008.3716,388.48,385.21,388.43,385.15,388.48,385.21, MLO
2008,6,39614,2008.4563,388.02,385.56,387.76,385.32,388.02,385.56, MLO
2008,7,39644,2008.5383,386.22,385.48,386.2,385.49,386.22,385.48, MLO
2008,8,39675,2008.623,384.05,385.58,384.09,385.66,384.05,385.58, MLO
2008,9,39706,2008.7077,383.05,386.43,382.42,385.82,383.05,386.43, MLO
2008,10,39736,2008.7896,382.75,386.23,382.51,385.98,382.75,386.23, MLO
2008,11,39767,2008.8743,383.98,386.16,383.98,386.14,383.98,386.16, MLO
2008,12,39797,2008.9563,385.08,385.97,385.42,386.29,385.08,385.97, MLO
2009,1,39828,2009.0411,386.63,386.56,386.52,386.45,386.63,386.56, MLO
2009,2,39859,2009.126,387.1,386.35,387.37,386.61,387.1,386.35, MLO
2009,3,39887,2009.2027,388.5,387.02,388.25,386.75,388.5,387.02, MLO
2009,4,39918,2009.2877,389.54,386.87,389.61,386.92,389.54,386.87, MLO
2009,5,39948,2009.3699,390.15,386.86,390.38,387.09,390.15,386.86, MLO
2009,6,39979,2009.4548,389.6,387.11,389.75,387.27,389.6,387.11, MLO
2009,7,40009,2009.537,388.05,387.27,388.2,387.46,388.05,387.27, MLO
2009,8,40040,2009.6219,386.06,387.56,386.12,387.66,386.06,387.56, MLO
2009,9,40071,2009.7068,384.64,388.02,384.48,387.88,384.64,388.02, MLO
2009,10,40101,2009.789,384.32,387.82,384.61,388.09,384.32,387.82, MLO
2009,11,40132,2009.874,386.05,388.24,386.15,388.31,386.05,388.24, MLO
2009,12,40162,2009.9562,387.48,388.38,387.66,388.54,387.48,388.38, MLO
2010,1,40193,2010.0411,388.55,388.49,388.85,388.77,388.55,388.49, MLO
2010,2,40224,2010.126,390.08,389.33,389.76,388.99,390.08,389.33, MLO
2010,3,40252,2010.2027,391.02,389.54,390.69,389.19,391.02,389.54, MLO
2010,4,40283,2010.2877,392.39,389.7,392.1,389.4,392.39,389.7, MLO
2010,5,40313,2010.3699,393.24,389.94,392.89,389.6,393.24,389.94, MLO
2010,6,40344,2010.4548,392.26,389.75,392.26,389.78,392.26,389.75, MLO
2010,7,40374,2010.537,390.35,389.57,390.7,389.96,390.35,389.57, MLO
2010,8,40405,2010.6219,388.53,390.03,388.59,390.13,388.53,390.03, MLO
2010,9,40436,2010.7068,386.85,390.24,386.89,390.3,386.85,390.24, MLO
2010,10,40466,2010.789,387.18,390.69,386.96,390.45,387.18,390.69, MLO
2010,11,40497,2010.874,388.69,390.89,388.43,390.61,388.69,390.89, MLO
2010,12,40527,2010.9562,389.83,390.73,389.87,390.74,389.83,390.73, MLO
2011,1,40558,2011.0411,391.33,391.26,390.96,390.88,391.33,391.26, MLO
2011,2,40589,2011.126,391.96,391.21,391.78,391.01,391.96,391.21, MLO
2011,3,40617,2011.2027,392.49,391,392.64,391.13,392.49,391, MLO
2011,4,40648,2011.2877,393.4,390.71,393.98,391.27,393.4,390.71, MLO
2011,5,40678,2011.3699,394.33,391.02,394.72,391.42,394.33,391.02, MLO
2011,6,40709,2011.4548,393.75,391.24,394.07,391.58,393.75,391.24, MLO
2011,7,40739,2011.537,392.64,391.86,392.49,391.74,392.64,391.86, MLO
2011,8,40770,2011.6219,390.25,391.75,390.38,391.92,390.25,391.75, MLO
2011,9,40801,2011.7068,389.05,392.45,388.69,392.1,389.05,392.45, MLO
2011,10,40831,2011.789,388.98,392.5,388.78,392.28,388.98,392.5, MLO
2011,11,40862,2011.874,390.3,392.5,390.29,392.47,390.3,392.5, MLO
2011,12,40892,2011.9562,391.86,392.76,391.77,392.65,391.86,392.76, MLO
2012,1,40923,2012.041,393.13,393.07,392.92,392.84,393.13,393.07, MLO
2012,2,40954,2012.1257,393.42,392.66,393.8,393.03,393.42,392.66, MLO
2012,3,40983,2012.2049,394.43,392.91,394.75,393.22,394.43,392.91, MLO
2012,4,41014,2012.2896,396.51,393.78,396.16,393.42,396.51,393.78, MLO
2012,5,41044,2012.3716,396.96,393.64,396.94,393.62,396.96,393.64, MLO
2012,6,41075,2012.4563,395.97,393.48,396.31,393.84,395.97,393.48, MLO
2012,7,41105,2012.5383,394.6,393.85,394.78,394.06,394.6,393.85, MLO
2012,8,41136,2012.623,392.61,394.15,392.72,394.3,392.61,394.15, MLO
2012,9,41167,2012.7077,391.2,394.62,391.1,394.54,391.2,394.62, MLO
2012,10,41197,2012.7896,391.09,394.61,391.27,394.78,391.09,394.61, MLO
2012,11,41228,2012.8743,393.03,395.23,392.84,395.02,393.03,395.23, MLO
2012,12,41258,2012.9563,394.42,395.31,394.37,395.25,394.42,395.31, MLO
2013,1,41289,2013.0411,395.69,395.63,395.57,395.49,395.69,395.63, MLO
2013,2,41320,2013.126,396.94,396.18,396.49,395.72,396.94,396.18, MLO
